SHOE_NAME,Arch Support,Arch Type,Brand,Cushioning,Flexibility,Forefoot Height (mm),Heel Height (mm),Heel to Toe Drop (mm),MSRP (USD),Pronation,Release Date,Strike Pattern,Terrain,Toebox,Waterproofing,Weight (oz),Widths Available
Vivobarefoot Geo Racer Knit,Neutral,High,Vivobarefoot,,Flexible,,,0.0,165.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Road,Wide,,,"{Standard, Wide}"
Reebok Flashfilm 3.0,Neutral,High,Reebok,Balanced,,,,,80.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Medium,,8.8,{Standard}
Reebok Floatride Run Fast 2,Neutral,High,Reebok,Plush,Semi-Flexible,,,10.5,140.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Narrow,,7.6,{}
Under Armour Charged Vantage,Neutral,High,Under Armour,Balanced,Semi-Flexible,,,8.0,80.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.9,"{Standard, Wide}"
New Balance 1540 v3,Motion control,Low,New Balance,Balanced,Semi-Flexible,,,10.0,170.00,{Severe Overpronation},2019,{Heel},Road,Medium,,14.9,"{Narrow, Standard, Wide, Extra Wide}"
Hoka Mafate Speed 2,Neutral,High,Hoka,,,29.0,33.0,4.0,170.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,,,11.6,{Standard}
Altra Paradigm 4.5,Stability,Low,Altra,Balanced,Balanced,30.0,30.0,0.0,150.00,{Overpronation},2019,"{Forefoot, Midfoot}",Road,Extra Wide,,11.2,{Standard}
Nike Downshifter 9,Neutral,High,Nike,Balanced,Semi-Flexible,,,10.0,60.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,10.0,"{Standard, Wide, Extra Wide}"
Saucony Switchback 2,Neutral,High,Saucony,Balanced,Flexible,18.0,22.0,4.0,140.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Wide,,8.8,"{Standard, Wide}"
Reebok Harmony Road 3.5,Neutral,High,Reebok,Plush,Semi-Flexible,,,10.0,110.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,9.8,{Standard}
Reebok EnergyLux 2,Neutral,High,Reebok,Plush,Semi-Flexible,,,,60.00,"{Supination, Underpronation, Neutral}",2019,{},Road,Medium,,,{Standard}
Nike Zoom Gravity,Neutral,High,Nike,Plush,Semi-Flexible,21.0,31.0,10.0,90.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,9.0,"{Narrow, Standard}"
Topo Athletic Magnifly 4,Neutral,,Topo Athletic,Balanced,Balanced,25.0,25.0,0.0,130.00,{},2023,{},Road,Wide,,9.0,{Standard}
Adidas Adizero Prime LTD,Neutral,High,Adidas,,,17.0,27.0,10.0,200.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,7.8,{Standard}
New Balance Shando,Neutral,High,New Balance,Firm,Balanced,,,,90.00,"{Supination, Underpronation, Neutral}",2021,{},Trail,Narrow,,11.0,"{Standard, Wide}"
Merrell MTL Skyfire,Neutral,High,Merrell,Balanced,Balanced,18.0,24.0,6.0,100.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Narrow,,8.5,{Standard}
ASICS Gel Cumulus 19,Neutral,High,ASICS,,,,,10.5,120.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,11.3,{}
Altra Superior 4.5,Neutral,High,Altra,,,21.0,21.0,0.0,110.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Wide,,8.9,{Standard}
Mizuno Wave Inspire 15,Stability,Low,Mizuno,Plush,Semi-Flexible,18.0,30.0,12.0,130.00,{Overpronation},,{Heel},Road,Medium,,10.2,{Standard}
Hoka Challenger 6 ATR,Neutral,High,Hoka,Plush,Semi-Flexible,26.0,31.0,5.0,130.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Narrow,,9.8,"{Standard, Wide}"
Brooks Ravenna 11,Stability,Low,Brooks,Plush,Balanced,17.0,27.0,10.0,110.00,{Overpronation},2020,{Heel},Road,Medium,,9.4,"{Standard, Wide}"
Nike Zoom Fly Flyknit,Neutral,High,Nike,Plush,Semi-Flexible,23.0,33.0,10.0,160.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,8.4,{Standard}
Adidas Ultraboost PB,Neutral,High,Adidas,Plush,Balanced,12.0,22.0,10.0,180.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,10.8,{Standard}
Nike Zoom Span 4,Neutral,High,Nike,Balanced,Balanced,,,,80.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Wide,,,"{Narrow, Standard}"
ASICS Gel Cumulus 18,Neutral,High,ASICS,,,13.0,23.0,10.0,120.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,11.1,"{Standard, Wide, Extra Wide}"
Reebok Forever Floatride Energy 2,Neutral,High,Reebok,,,19.0,29.0,10.0,100.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,,,9.0,{Standard}
Nike Free Run 5.0,Neutral,High,Nike,Balanced,Semi-Flexible,,,,100.00,"{Supination, Underpronation, Neutral}",2021,{},Road,Medium,,,{}
Salomon Sonic 4 Balance,Neutral,High,Salomon,Firm,Balanced,20.0,28.0,8.0,130.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.0,{Standard}
Nike Zoom Pegasus Turbo 2,Neutral,High,Nike,Balanced,Semi-Flexible,18.0,28.0,10.0,180.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,7.2,{Standard}
New Balance Fresh Foam Vongo,Stability,Low,New Balance,,,,,4.0,130.00,{Overpronation},,"{Forefoot, Midfoot}",Road,,,10.6,"{Standard, Wide}"
Adidas Solar Ride,Neutral,High,Adidas,,,20.0,30.0,10.0,100.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,,,11.3,{Standard}
Scott Kinabalu,Neutral,High,Scott,Balanced,Semi-Flexible,21.0,29.0,8.0,140.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Medium,,11.3,{Standard}
Scarpa Golden Gate Kima RT,Neutral,High,Scarpa,Balanced,Balanced,17.0,22.0,5.0,190.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Trail,Medium,,10.5,{Standard}
Adidas Terrex Speed Pro,Neutral,High,Adidas,Firm,Balanced,19.0,23.0,4.0,150.00,"{Supination, Underpronation, Neutral}",2023,"{Forefoot, Midfoot, Heel}",Trail,Wide,,8.3,{Standard}
ASICS Gel Kayano Lite 3,Stability,Low,ASICS,Balanced,Balanced,14.0,22.0,8.0,160.00,{Overpronation},2022,{Heel},Road,Medium,,9.9,{Standard}
Skechers GOrun Razor 3 Hyper,Neutral,High,Skechers,Plush,Semi-Flexible,20.0,24.0,4.0,135.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,Narrow,,6.4,{Standard}
Scott Supertrac 2.0,Neutral,High,Scott,Plush,Semi-Rigid,21.0,29.0,8.0,145.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Medium,,11.3,{Standard}
Hoka Torrent,Neutral,High,Hoka,Plush,Semi-Flexible,19.0,24.0,5.0,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,Narrow,,9.0,{Standard}
ASICS Gel Quantum 180 4,Neutral,High,ASICS,,,12.0,22.0,10.0,120.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,,,11.6,{Standard}
ASICS GT 2000 6,Stability,Low,ASICS,,,,,10.5,120.00,{Overpronation},,{Heel},Road,,,10.5,{}
Saucony Peregrine 11 GTX,Neutral,High,Saucony,Balanced,,23.0,27.0,4.0,150.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Trail,Medium,Waterproof,11.5,{Standard}
Under Armour HOVR Mega 2 Clone,Neutral,High,Under Armour,,,23.0,31.0,8.0,140.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Narrow,,10.9,{Standard}
Hoka Speedgoat Mid 2 GTX,Neutral,High,Hoka,Plush,Rigid,29.0,33.0,4.0,170.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot}",Trail,Medium,Waterproof,13.2,{Standard}
ASICS Gel Noosa Tri 11,Stability,Low,ASICS,,,11.0,21.0,10.0,140.00,{Overpronation},,{Heel},Road,,,9.4,{Standard}
Adidas Solarboost 4,Neutral,High,Adidas,Plush,Semi-Rigid,22.0,32.0,10.0,160.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Narrow,,10.8,{Standard}
ASICS Gel Flux 5,Neutral,High,ASICS,,,13.0,23.0,10.0,80.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,11.2,{Standard}
Under Armour Charged Rogue,Neutral,High,Under Armour,,,,,8.0,80.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,,,9.5,"{Standard, Extra Wide}"
La Sportiva Akasha,Neutral,High,La Sportiva,,,19.0,26.0,6.0,140.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,11.6,{Standard}
ASICS Gel Nimbus 23 Knit,Neutral,,ASICS,Plush,Balanced,,,10.5,150.00,{},2023,{},Road,Wide,,10.9,{}
Skechers GOrun 7,Neutral,High,Skechers,Plush,Semi-Flexible,15.0,19.0,4.0,125.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,Medium,,7.8,{Standard}
Brooks Ghost 10,Neutral,High,Brooks,,,18.0,30.0,12.0,120.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,10.4,"{Narrow, Standard}"
Adidas Ultraboost Winter.RDY,Neutral,High,Adidas,Plush,Balanced,12.0,22.0,10.0,190.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,Narrow,Water Repellent,12.0,{Standard}
Adidas Speedmotion,Neutral,High,Adidas,Plush,Semi-Flexible,,,,85.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Medium,,,"{Narrow, Standard}"
Skechers GOrun Ride 9,Neutral,High,Skechers,Plush,Semi-Flexible,28.0,34.0,6.0,130.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Medium,,8.2,{Standard}
Nike Revolution 6 FlyEase,Neutral,High,Nike,Plush,Balanced,,,,65.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Medium,,,"{Standard, Extra Wide}"
Nike Juniper Trail,Neutral,High,Nike,Firm,Semi-Flexible,,,6.5,70.00,"{Supination, Underpronation, Neutral}",2020,{},Trail,Medium,,8.0,{}
Altra Solstice,Neutral,High,Altra,Balanced,Semi-Flexible,23.0,23.0,0.0,90.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,Wide,,6.9,{Standard}
Scarpa Golden Gate ATR,Neutral,High,Scarpa,Firm,Semi-Rigid,24.0,28.0,,139.00,"{Supination, Underpronation, Neutral}",2022,{},Trail,Medium,,10.6,{Standard}
Salomon Sense Ride,Neutral,High,Salomon,,,19.0,27.0,8.0,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,9.7,{Standard}
Mizuno Wave Horizon,Stability,Low,Mizuno,,,,,12.0,160.00,{Overpronation},,{Heel},Road,,,11.3,{Standard}
ASICS Dynablast 3,Neutral,High,ASICS,Balanced,Balanced,16.0,24.0,8.0,100.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Medium,,8.8,{Standard}
Hoka Arahi 4,Stability,Low,Hoka,Balanced,Balanced,,,5.0,130.00,{Overpronation},2019,"{Forefoot, Midfoot}",Road,Medium,,9.6,{Standard}
Nike Free RN 2017,Neutral,High,Nike,,,20.0,28.0,8.0,100.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,,,8.4,{Standard}
Adidas SolarGlide 4,Neutral,High,Adidas,Balanced,Balanced,22.0,32.0,10.0,140.00,"{Supination, Underpronation, Neutral}",2022,{Heel},Road,Narrow,,11.2,{Standard}
Adidas Ultraboost S&L,Neutral,High,Adidas,,,,,,180.00,"{Supination, Underpronation, Neutral}",2019,{},Road,,,,{Standard}
Topo Athletic MTN Racer 2,Neutral,High,Topo Athletic,Balanced,Semi-Flexible,25.0,30.0,5.0,145.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Trail,Wide,,10.4,{Standard}
Arc'teryx Norvan LD 3,Neutral,High,Arc'teryx,Balanced,Balanced,23.0,29.0,6.0,165.00,"{Supination, Underpronation, Neutral}",2023,{Heel},Trail,Medium,Water Repellent,10.2,{Standard}
Salomon Supercross,Neutral,High,Salomon,Plush,Semi-Flexible,19.0,29.0,10.0,110.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Trail,Narrow,,10.9,{Standard}
Diadora Mythos Blushield 6,Stability,Low,Diadora,Plush,Semi-Flexible,,,10.0,145.00,{Overpronation},2022,{Heel},Road,Wide,,11.6,{Standard}
ASICS Gel Scram 6,Neutral,High,ASICS,Balanced,,,,10.0,75.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Trail,Medium,,10.1,{Standard}
New Balance Fresh Foam Roav Tee Shirt,Neutral,High,New Balance,Plush,Semi-Flexible,,,8.0,80.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.0,"{Standard, Wide}"
Altra Duo,Neutral,High,Altra,,,30.0,30.0,0.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,,7.9,{Standard}
Adidas Adizero Boston 8,Neutral,High,Adidas,Plush,Semi-Flexible,19.0,29.0,10.0,120.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,9.0,"{Standard, Wide}"
Inov-8 Trailfly G 270 v2,Neutral,,Inov-8,Balanced,Balanced,22.0,22.0,0.0,170.00,{},2023,"{Forefoot, Midfoot, Heel}",Trail,Wide,,9.5,{Standard}
Nike Air Zoom Winflo 8,Neutral,High,Nike,Balanced,,,,,90.00,"{Supination, Underpronation, Neutral}",2021,{},Road,Wide,,,{}
Nike Revolution 3,Neutral,High,Nike,,,,,10.0,60.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,8.8,{Standard}
Nike Quest 2,Neutral,High,Nike,Plush,,,,10.0,75.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,7.5,{Standard}
Diadora Mythos Blushield Vigore,Stability,Low,Diadora,Balanced,Semi-Rigid,27.0,37.0,10.0,170.00,{Overpronation},2023,{Heel},Road,Wide,,11.8,{Standard}
Topo Athletic Specter,Neutral,High,Topo Athletic,Balanced,Semi-Rigid,30.0,35.0,5.0,160.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Road,Wide,,8.2,{Standard}
Saucony Triumph ISO 5,Neutral,High,Saucony,Plush,Semi-Flexible,20.0,28.0,8.0,160.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Medium,,11.4,"{Standard, Wide}"
Hoka Gaviota 2,Motion control,Low,Hoka,Plush,Semi-Flexible,27.0,32.0,5.0,150.00,{Severe Overpronation},2019,"{Forefoot, Midfoot}",Road,Medium,,10.6,{Standard}
Adidas Supernova ST,Stability,Low,Adidas,,,21.0,29.0,8.0,130.00,{Overpronation},,"{Forefoot, Midfoot, Heel}",Road,,,11.1,{Standard}
La Sportiva Akasha II,Neutral,High,La Sportiva,Balanced,Balanced,25.0,31.0,6.0,150.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Wide,,10.9,{Standard}
Salomon Alphacross,Neutral,High,Salomon,Plush,Semi-Flexible,,,10.0,90.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Trail,,,10.6,{Standard}
Salomon Alphacross 3,Neutral,High,Salomon,Balanced,Balanced,24.3,34.3,10.0,90.00,"{Supination, Underpronation, Neutral}",2022,{Heel},Trail,Wide,,10.6,{Standard}
Saucony Peregrine 8,Neutral,High,Saucony,,,21.0,25.0,4.0,120.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,,,10.0,{Standard}
Salomon Madcross,Neutral,High,Salomon,Balanced,Balanced,21.3,29.3,8.0,100.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Wide,,8.8,{Standard}
Altra Timp,Neutral,High,Altra,Balanced,Semi-Flexible,29.0,29.0,0.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Trail,Wide,,10.7,{Standard}
ASICS Tartheredge,Neutral,High,ASICS,Plush,Semi-Flexible,,,,130.00,"{Supination, Underpronation, Neutral}",2019,{},Road,Narrow,,8.5,{Standard}
Nike Legend React 2,Neutral,High,Nike,,,,,,100.00,"{Supination, Underpronation, Neutral}",2019,{},Road,,,,{Standard}
Hoka Bondi 6,Neutral,High,Hoka,Plush,Balanced,32.0,36.0,4.0,150.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,Narrow,,10.9,"{Standard, Wide}"
Nike Downshifter 7,Neutral,High,Nike,Plush,Semi-Flexible,,,12.0,80.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,Narrow,,10.0,{Standard}
Jordan React Havoc,Neutral,High,Jordan,Firm,Semi-Flexible,19.0,28.0,9.0,130.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,10.8,{Standard}
Adidas EQ19,Neutral,High,Adidas,Plush,Semi-Flexible,,,,70.00,"{Supination, Underpronation, Neutral}",2022,{},Road,Medium,,,{Standard}
Salomon Wildcross,Neutral,High,Salomon,Balanced,Semi-Flexible,21.0,29.0,8.0,130.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Medium,Water Repellent,10.2,{Standard}
Skechers GOrun Razor TRL,Neutral,High,Skechers,Plush,Semi-Flexible,28.0,32.0,4.0,140.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Trail,Narrow,,7.6,{Standard}
Brooks Adrenaline GTS 19,Stability,Low,Brooks,Plush,Semi-Flexible,18.0,30.0,12.0,130.00,{Overpronation},,{Heel},Road,Wide,,11.0,"{Narrow, Standard}"
ASICS GT 4000 2,Stability,Low,ASICS,Balanced,,,,,130.00,{Overpronation},2020,{Heel},Road,Narrow,,9.9,"{Standard, Wide}"
Dynafit Feline SL,Neutral,High,Dynafit,,,,,8.0,150.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,,,10.2,{Standard}
ASICS Gel Quantum Lyte,Neutral,High,ASICS,Plush,Semi-Flexible,,,,70.00,"{Supination, Underpronation, Neutral}",2021,{},Road,Medium,,7.0,{Standard}
ASICS Gel Kumo Lyte 2,Neutral,High,ASICS,Balanced,Balanced,,,8.0,80.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Medium,,9.7,"{Standard, Extra Wide}"
Adidas Terrex Two Parley,Neutral,High,Adidas,Balanced,Semi-Flexible,19.0,24.0,5.0,125.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Trail,Medium,,10.6,{Standard}
Adidas Terrex Agravic BOA,Neutral,High,Adidas,Plush,Semi-Flexible,15.0,22.0,7.0,150.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.0,{Standard}
ASICS Patriot 10,Neutral,High,ASICS,,,7.0,17.0,10.0,60.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,7.5,{Standard}
Salomon S-Lab Ultra 3,Neutral,High,Salomon,Plush,Semi-Flexible,,,8.0,180.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Narrow,,10.2,{Standard}
New Balance Summit Unknown,Neutral,High,New Balance,,,16.0,26.0,10.0,110.00,"{Supination, Underpronation, Neutral}",,{Heel},Trail,,,8.6,"{Standard, Wide}"
Hoka Hupana,Neutral,High,Hoka,Balanced,Semi-Flexible,20.0,25.0,5.0,115.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,Narrow,,8.2,{Standard}
On Cloudboom Echo,Neutral,High,On,Firm,Balanced,27.0,35.0,8.0,270.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Road,Wide,,7.8,{Standard}
New Balance 880 v9,Neutral,High,New Balance,Plush,Semi-Flexible,,,,125.00,"{Supination, Underpronation, Neutral}",2019,{},Road,Medium,,10.8,"{Narrow, Standard, Wide}"
Hoka Clifton 5,Neutral,High,Hoka,Balanced,Semi-Flexible,25.0,30.0,5.0,130.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,Narrow,,9.4,"{Standard, Wide}"
Adidas Terrex Two,Neutral,High,Adidas,Plush,Balanced,22.0,28.0,6.0,100.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.9,{Standard}
Brooks Launch 5,Neutral,High,Brooks,,,18.0,28.0,10.0,100.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,Medium,,9.0,{Standard}
Adidas EQ21 Run Cold.RDY,Neutral,High,Adidas,Plush,Semi-Rigid,,,10.5,85.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,Narrow,Water Repellent,12.6,{Standard}
Under Armour Charged Verssert,Neutral,High,Under Armour,Balanced,Semi-Flexible,,,10.0,75.00,"{Supination, Underpronation, Neutral}",2023,{},Road,Medium,,9.1,{Standard}
Skechers GOrun Speed Freek,Neutral,High,Skechers,Balanced,Semi-Rigid,,,2.5,200.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot}",Road,Medium,,6.9,{}
Adidas Astrarun,Neutral,High,Adidas,,,,,,100.00,"{Supination, Underpronation, Neutral}",2020,{},Road,,,,{Standard}
Diadora Mythos Blushield Volo,Neutral,High,Diadora,Balanced,Semi-Flexible,19.0,30.0,11.0,135.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,,,10.4,{Standard}
ASICS Trail Scout,Neutral,High,ASICS,,Semi-Rigid,,,8.0,60.00,"{Supination, Underpronation, Neutral}",2021,"{Forefoot, Midfoot, Heel}",Trail,Medium,,9.6,"{Standard, Extra Wide}"
Brooks Ravenna 10,Stability,Low,Brooks,Balanced,Semi-Flexible,16.0,26.0,10.0,110.00,{Overpronation},2019,{Heel},Road,Medium,,9.4,"{Standard, Wide}"
Brooks Cascadia 14,Neutral,High,Brooks,Plush,Semi-Flexible,18.0,26.0,8.0,130.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Trail,Medium,,10.7,"{Standard, Wide}"
PUMA Super Levitate,Neutral,High,PUMA,Plush,Semi-Flexible,,,,50.00,"{Supination, Underpronation, Neutral}",2019,{},Road,Medium,,11.0,{Standard}
Nike Air Zoom Wildhorse 6,Neutral,High,Nike,Plush,Semi-Flexible,15.0,23.0,8.0,130.00,"{Supination, Underpronation, Neutral}",2020,"{Forefoot, Midfoot, Heel}",Trail,Wide,,11.4,{Standard}
On Cloudsurfer,Neutral,High,On,Balanced,Balanced,22.0,29.0,7.0,140.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.1,{Standard}
Brooks Beast 18,Motion control,Low,Brooks,,Rigid,18.0,30.0,12.0,160.00,{Severe Overpronation},,{Heel},Road,,,13.3,{Standard}
New Balance FuelCell TC,Neutral,High,New Balance,Plush,,20.0,30.0,10.0,200.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Wide,,9.3,{Standard}
New Balance Fresh Foam Hierro,Neutral,High,New Balance,Balanced,Semi-Flexible,24.0,28.0,4.0,115.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot, Heel}",Trail,Medium,,11.5,"{Standard, Wide}"
ASICS Gel Scram 5,Neutral,High,ASICS,Plush,Semi-Flexible,,,,75.00,"{Supination, Underpronation, Neutral}",2019,{},Trail,Medium,,12.0,{Standard}
ASICS Gel Nimbus Lite,Neutral,High,ASICS,Plush,Balanced,15.0,25.0,10.0,150.00,"{Supination, Underpronation, Neutral}",2020,{Heel},Road,Medium,,9.7,{Standard}
Adidas Solar Drive 19,Neutral,High,Adidas,Balanced,Semi-Flexible,20.0,30.0,10.0,120.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,11.2,"{Narrow, Standard}"
ASICS Noosa FF,Neutral,High,ASICS,,,14.0,24.0,10.0,140.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,8.9,{Standard}
Brooks Addiction 14,Motion control,Low,Brooks,Firm,Semi-Flexible,,,12.0,130.00,{Severe Overpronation},2020,{Heel},Road,Medium,,12.6,"{Narrow, Standard, Wide, Extra Wide}"
Nike Reax Run 5,Neutral,High,Nike,Plush,Semi-Flexible,,,,75.00,"{Supination, Underpronation, Neutral}",2020,{},Road,Medium,,,{Standard}
ASICS HyperGel Yu,Neutral,High,ASICS,,,10.0,18.0,8.0,100.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot, Heel}",Road,,,10.5,{Standard}
ASICS Gel Ziruss 3,Neutral,High,ASICS,Firm,,,,10.0,140.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,,,11.2,{Standard}
Vivobarefoot ESC Tempest,Neutral,High,Vivobarefoot,,Flexible,,,0.0,280.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot}",Trail,Wide,Water Repellent,,"{Standard, Wide}"
Under Armour Charged Escape 3,Neutral,High,Under Armour,Balanced,Semi-Flexible,,,10.0,90.00,"{Supination, Underpronation, Neutral}",2019,{Heel},Road,Medium,,9.8,"{Standard, Extra Wide}"
Altra Torin 4,Neutral,High,Altra,,,26.0,26.0,0.0,120.00,"{Supination, Underpronation, Neutral}",2019,"{Forefoot, Midfoot}",Road,Wide,,9.1,{Standard}
Salomon Index.01,Neutral,High,Salomon,Balanced,Balanced,20.0,29.0,9.0,200.00,"{Supination, Underpronation, Neutral}",2021,{Heel},Road,Wide,,10.1,{Standard}
Salomon Spectur,Neutral,High,Salomon,Firm,Semi-Flexible,21.5,37.5,6.0,130.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Road,Medium,,10.1,{Standard}
Nike FS Lite Run 3,Neutral,High,Nike,,,15.0,18.0,3.0,75.00,"{Supination, Underpronation, Neutral}",,"{Forefoot, Midfoot}",Road,,,9.3,{Standard}
Arc'teryx Norvan SL 2,Neutral,High,Arc'teryx,Firm,Flexible,12.0,19.0,7.0,160.00,"{Supination, Underpronation, Neutral}",2022,"{Forefoot, Midfoot, Heel}",Trail,Medium,Water Repellent,6.0,{Standard}
ASICS Gel Quantum 360 4,Neutral,High,ASICS,,,12.0,22.0,10.0,160.00,"{Supination, Underpronation, Neutral}",,{Heel},Road,,,12.8,"{Narrow, Standard}"
